close,time,ema20,ema50
1067.39,1516943921178,1068.225875,1068.398357142857
1068,1516943923837,1068.378375,1068.4564523809524
1067.39,1516943925270,1068.225875,1068.398357142857
1068.01,1516943925680,1068.380875,1068.4574047619049
1066.65,1516943926718,1068.0408750000001,1068.3278809523808
1067.38,1516943932746,1068.223375,1068.3974047619047
1068.62,1516943935309,1068.533375,1068.5155
1068.62,1516943936891,1068.533375,1068.5155
1068.62,1516943938073,1068.533375,1068.5155
1068.62,1516943939836,1068.533375,1068.5155
1068.63,1516943940121,1068.535875,1068.5164523809524
1068.63,1516943947700,1068.535875,1068.5164523809524
1068.63,1516943949031,1068.535875,1068.5164523809524
1068.63,1516943951722,1068.535875,1068.5164523809524
1068.63,1516943953734,1068.535875,1068.5164523809524
1068.62,1516943954970,1068.533375,1068.5155
1068,1516943956506,1068.378375,1068.4564523809524
1068,1516943958971,1068.378375,1068.4564523809524
1068,1516943959988,1068.378375,1068.4564523809524
1068,1516943968168,1068.378375,1068.4564523809524
1068,1516943969224,1068.378375,1068.4564523809524
1068,1516943970637,1068.378375,1068.4564523809524
1067,1516943974379,1068.128375,1068.3612142857144
1067.41,1516943986609,1068.230875,1068.400261904762
1067.97,1516943987736,1068.370875,1068.4535952380952
1066.89,1516943990299,1068.100875,1068.350738095238
1066.89,1516943992073,1068.100875,1068.350738095238
1066.89,1516943993367,1068.100875,1068.350738095238
1067.97,1516943998079,1068.370875,1068.4535952380952
1067.97,1516944000640,1068.370875,1068.4535952380952
1067.97,1516944001871,1068.370875,1068.4535952380952
1067.01,1516944003096,1068.130875,1068.3621666666668
1067.97,1516944004373,1068.370875,1068.4535952380952
1067.97,1516944005758,1068.370875,1068.4535952380952
1067.88,1516944007894,1068.348375,1068.4450238095237
1067.88,1516944009036,1068.348375,1068.4450238095237
1066.89,1516944010427,1068.100875,1068.350738095238
1066.89,1516944010527,1068.100875,1068.350738095238
1066.86,1516944012008,1068.093375,1068.3478809523808
1066.89,1516944012314,1068.100875,1068.350738095238
1066.9,1516944013540,1068.1033750000001,1068.3516904761905
1066.89,1516944014257,1068.100875,1068.350738095238
1066.89,1516944015592,1068.100875,1068.350738095238
1067.69,1516944017739,1068.300875,1068.4269285714286
1066.89,1516944019022,1068.100875,1068.350738095238
1066.89,1516944019174,1068.100875,1068.350738095238
1067.99,1516944020299,1068.375875,1068.4555
1066.86,1516944021734,1068.093375,1068.3478809523808
1068,1516944023053,1068.378375,1068.4564523809524
1067.43,1516944023076,1068.235875,1068.4021666666667
1066.86,1516944024293,1068.093375,1068.3478809523808
1066.85,1516944025630,1068.0908749999999,1068.3469285714286
1066.85,1516944026238,1068.0908749999999,1068.3469285714286
1066.85,1516944027262,1068.0908749999999,1068.3469285714286
1066.85,1516944028247,1068.0908749999999,1068.3469285714286
1066.85,1516944029264,1068.0908749999999,1068.3469285714286
1067.43,1516944030760,1068.235875,1068.4021666666667
1066.85,1516944032179,1068.0908749999999,1068.3469285714286
1067.97,1516944032282,1068.370875,1068.4535952380952
1067.97,1516944033714,1068.370875,1068.4535952380952
1067.98,1516944033715,1068.3733750000001,1068.4545476190476
1067.97,1516944036482,1068.370875,1068.4535952380952
1067.97,1516944037710,1068.370875,1068.4535952380952
1067.97,1516944039555,1068.370875,1068.4535952380952
1067.43,1516944041160,1068.235875,1068.4021666666667
1066.9,1516944042215,1068.1033750000001,1068.3516904761905
1067.43,1516944042623,1068.235875,1068.4021666666667
1066.9,1516944044264,1068.1033750000001,1068.3516904761905
1067.7,1516944045490,1068.303375,1068.427880952381
1067.97,1516944047333,1068.370875,1068.4535952380952
1067.43,1516944047345,1068.235875,1068.4021666666667
1067.43,1516944049246,1068.235875,1068.4021666666667
1067.97,1516944049250,1068.370875,1068.4535952380952
1067.97,1516944055426,1068.370875,1068.4535952380952
1068,1516944056802,1068.378375,1068.4564523809524
1066.9,1516944057164,1068.1033750000001,1068.3516904761905
1066.9,1516944058290,1068.1033750000001,1068.3516904761905
1066.9,1516944059214,1068.1033750000001,1068.3516904761905
1067.45,1516944060136,1068.240875,1068.4040714285713
1068,1516944061366,1068.378375,1068.4564523809524
1068,1516944061481,1068.378375,1068.4564523809524
1068,1516944063410,1068.378375,1068.4564523809524
1068,1516944065462,1068.378375,1068.4564523809524
1067.99,1516944069555,1068.375875,1068.4555
1068,1516944071500,1068.378375,1068.4564523809524
1067.97,1516944073293,1068.370875,1068.4535952380952
1067.03,1516944074450,1068.135875,1068.3640714285714
1067.02,1516944075289,1068.133375,1068.363119047619
1067.02,1516944076231,1068.133375,1068.363119047619
1067.02,1516944077644,1068.133375,1068.363119047619
1067.02,1516944079195,1068.133375,1068.363119047619
1067.02,1516944080534,1068.133375,1068.363119047619
1067.51,1516944080972,1068.255875,1068.4097857142856
1067.97,1516944082050,1068.370875,1068.4535952380952
1067.02,1516944083174,1068.133375,1068.363119047619
1067.02,1516944084300,1068.133375,1068.363119047619
1067.02,1516944085244,1068.133375,1068.363119047619
1067.94,1516944087888,1068.363375,1068.4507380952382
1067.01,1516944089216,1068.130875,1068.3621666666668
1068.41,1516944090650,1068.480875,1068.4955
1067.01,1516944091572,1068.130875,1068.3621666666668
1067,1516944093722,1068.128375,1068.3612142857144
1067,1516944098227,1068.128375,1068.3612142857144
1067,1516944099260,1068.128375,1068.3612142857144
1068.09,1516944100692,1068.400875,1068.4650238095237
1067,1516944103346,1068.128375,1068.3612142857144
1067.01,1516944104373,1068.130875,1068.3621666666668
1068.09,1516944105941,1068.400875,1068.4650238095237
1067.02,1516944107200,1068.133375,1068.363119047619
1067.02,1516944108365,1068.133375,1068.363119047619
1067.02,1516944108367,1068.133375,1068.363119047619
1067.02,1516944109341,1068.133375,1068.363119047619
1067.02,1516944111334,1068.133375,1068.363119047619
1068.1,1516944116794,1068.4033749999999,1068.465976190476
1068.1,1516944121256,1068.4033749999999,1068.465976190476
1067.02,1516944122291,1068.133375,1068.363119047619
1068.1,1516944123521,1068.4033749999999,1068.465976190476
1067.02,1516944125364,1068.133375,1068.363119047619
1067.03,1516944126448,1068.135875,1068.3640714285714
1067.03,1516944127208,1068.135875,1068.3640714285714
1067.03,1516944129565,1068.135875,1068.3640714285714
1067.03,1516944132224,1068.135875,1068.3640714285714
1067.03,1516944133559,1068.135875,1068.3640714285714
1067.04,1516944136224,1068.138375,1068.3650238095238
1067.04,1516944137243,1068.138375,1068.3650238095238
1067.04,1516944139191,1068.138375,1068.3650238095238
1067.04,1516944141442,1068.138375,1068.3650238095238
1067.04,1516944143390,1068.138375,1068.3650238095238
1067.57,1516944149633,1068.270875,1068.4155
1067.57,1516944151476,1068.270875,1068.4155
1067.57,1516944153677,1068.270875,1068.4155
1067.57,1516944154241,1068.270875,1068.4155
1067.57,1516944155781,1068.270875,1068.4155
1067.57,1516944157340,1068.270875,1068.4155
1067.57,1516944158644,1068.270875,1068.4155
1067.03,1516944160795,1068.135875,1068.3640714285714
1067.57,1516944161515,1068.270875,1068.4155
1067.57,1516944164789,1068.270875,1068.4155
1067.03,1516944166222,1068.135875,1068.3640714285714
1067.04,1516944167351,1068.138375,1068.3650238095238
1067.04,1516944167353,1068.138375,1068.3650238095238
1067.04,1516944168412,1068.138375,1068.3650238095238
1067.58,1516944169549,1068.273375,1068.4164523809523
1067.58,1516944173697,1068.273375,1068.4164523809523
1067.04,1516944174864,1068.138375,1068.3650238095238
1067.58,1516944175233,1068.273375,1068.4164523809523
1067.58,1516944176668,1068.273375,1068.4164523809523
1067.58,1516944178203,1068.273375,1068.4164523809523
1067.58,1516944180763,1068.273375,1068.4164523809523
1068.08,1516944181993,1068.398375,1068.4640714285715
1067.58,1516944184649,1068.273375,1068.4164523809523
1067.04,1516944186089,1068.138375,1068.3650238095238
1067.04,1516944188546,1068.138375,1068.3650238095238
1067.04,1516944189672,1068.138375,1068.3650238095238
1067.04,1516944191208,1068.138375,1068.3650238095238
1067.55,1516944193359,1068.265875,1068.4135952380952
1067.04,1516944197249,1068.138375,1068.3650238095238
1067.03,1516944198273,1068.135875,1068.3640714285714
1067.03,1516944199707,1068.135875,1068.3640714285714
1067.03,1516944200424,1068.135875,1068.3640714285714
1067.04,1516944208206,1068.138375,1068.3650238095238
1067.54,1516944209640,1068.263375,1068.4126428571428
1067.04,1516944212201,1068.138375,1068.3650238095238
1067.52,1516944217219,1068.258375,1068.410738095238
1067.04,1516944221314,1068.138375,1068.3650238095238
1067.03,1516944222344,1068.135875,1068.3640714285714
1067.02,1516944222346,1068.133375,1068.363119047619
1067.28,1516944223877,1068.198375,1068.387880952381
1067.4,1516944226898,1068.2283750000001,1068.3993095238095
1067.52,1516944228379,1068.258375,1068.410738095238
1067.28,1516944230226,1068.198375,1068.387880952381
1066.85,1516944231349,1068.0908749999999,1068.3469285714286
1066.85,1516944232479,1068.0908749999999,1068.3469285714286
1066.7,1516944233908,1068.053375,1068.332642857143
1067.52,1516944233984,1068.258375,1068.410738095238
1067.52,1516944235141,1068.258375,1068.410738095238
1066.36,1516944236265,1067.968375,1068.300261904762
1066.35,1516944237288,1067.9658749999999,1068.2993095238096
1066.35,1516944238448,1067.9658749999999,1068.2993095238096
1066.35,1516944241796,1067.9658749999999,1068.2993095238096
1067.51,1516944242990,1068.255875,1068.4097857142856
1066.93,1516944243231,1068.110875,1068.3545476190477
1067.51,1516944244900,1068.255875,1068.4097857142856
1066.95,1516944246099,1068.115875,1068.3564523809523
1067.51,1516944247536,1068.255875,1068.4097857142856
1066.89,1516944248552,1068.100875,1068.350738095238
1066.18,1516944249888,1067.923375,1068.283119047619
1067.51,1516944251115,1068.255875,1068.4097857142856
1066.18,1516944251522,1067.923375,1068.283119047619
1066.15,1516944252649,1067.9158750000001,1068.280261904762
1067,1516944252864,1068.128375,1068.3612142857144
1066.15,1516944254390,1067.9158750000001,1068.280261904762
1066.15,1516944255894,1067.9158750000001,1068.280261904762
1066.14,1516944257158,1067.913375,1068.2793095238096
1066.14,1516944257160,1067.913375,1068.2793095238096
1066.14,1516944259206,1067.913375,1068.2793095238096
1066.11,1516944260230,1067.905875,1068.2764523809524
1066.11,1516944261353,1067.905875,1068.2764523809524
1066.04,1516944262786,1067.888375,1068.2697857142857
1066.04,1516944263708,1067.888375,1068.2697857142857
1064,1516944264733,1067.378375,1068.0755
1064.99,1516944265143,1067.625875,1068.1697857142858
1065,1516944266780,1067.628375,1068.170738095238
1064,1516944268843,1067.378375,1068.0755
1064.27,1516944271078,1067.445875,1068.1012142857144
1064.28,1516944272156,1067.448375,1068.1021666666666
1064,1516944273336,1067.378375,1068.0755
1065.48,1516944273642,1067.7483750000001,1068.2164523809524
1064.84,1516944275565,1067.588375,1068.1555
1065.47,1516944276603,1067.745875,1068.2155
1066.95,1516944278351,1068.115875,1068.3564523809523
1064.85,1516944279273,1067.5908749999999,1068.1564523809525
1065.01,1516944281218,1067.630875,1068.1716904761904
1065,1516944282345,1067.628375,1068.170738095238
1065.88,1516944283372,1067.848375,1068.2545476190476
1065,1516944284397,1067.628375,1068.170738095238
1065,1516944285859,1067.628375,1068.170738095238
1065,1516944286999,1067.628375,1068.170738095238
1065,1516944288388,1067.628375,1068.170738095238
1065,1516944289370,1067.628375,1068.170738095238
1065,1516944289382,1067.628375,1068.170738095238
1065.02,1516944290639,1067.633375,1068.1726428571428
1065.88,1516944291899,1067.848375,1068.2545476190476
1065.88,1516944292279,1067.848375,1068.2545476190476
1064.29,1516944293895,1067.450875,1068.103119047619
1065.88,1516944293904,1067.848375,1068.2545476190476
1064.28,1516944295249,1067.448375,1068.1021666666666
1064.29,1516944296273,1067.450875,1068.103119047619
1065.89,1516944297429,1067.850875,1068.2555
1065.86,1516944298117,1067.843375,1068.2526428571427
1064.29,1516944299343,1067.450875,1068.103119047619
1067,1516944300471,1068.128375,1068.3612142857144
1067,1516944300528,1068.128375,1068.3612142857144
1065.62,1516944301556,1067.783375,1068.2297857142858
1064.3,1516944302983,1067.453375,1068.1040714285714
1064.31,1516944303337,1067.455875,1068.1050238095238
1064.31,1516944304284,1067.455875,1068.1050238095238
1065.45,1516944305591,1067.740875,1068.2135952380952
1065.62,1516944307129,1067.783375,1068.2297857142858
1065.62,1516944307654,1067.783375,1068.2297857142858
1065,1516944308898,1067.628375,1068.170738095238
1064.29,1516944310302,1067.450875,1068.103119047619
1064.29,1516944311632,1067.450875,1068.103119047619
1065,1516944312145,1067.628375,1068.170738095238
1064.29,1516944313270,1067.450875,1068.103119047619
1065,1516944314398,1067.628375,1068.170738095238
1065,1516944316139,1067.628375,1068.170738095238
1064.3,1516944316448,1067.453375,1068.1040714285714
1065,1516944317573,1067.628375,1068.170738095238
1064.3,1516944318560,1067.453375,1068.1040714285714
1065,1516944319644,1067.628375,1068.170738095238
1065,1516944320235,1067.628375,1068.170738095238
1064.3,1516944321566,1067.453375,1068.1040714285714
1065,1516944322678,1067.628375,1068.170738095238
1064.3,1516944324229,1067.453375,1068.1040714285714
1064.3,1516944325172,1067.453375,1068.1040714285714
1064.32,1516944326480,1067.458375,1068.1059761904762
1064.32,1516944327714,1067.458375,1068.1059761904762
1064.34,1516944332625,1067.463375,1068.107880952381
1065,1516944334365,1067.628375,1068.170738095238
1065,1516944335901,1067.628375,1068.170738095238
1065.01,1516944345886,1067.630875,1068.1716904761904
1065.01,1516944347890,1067.630875,1068.1716904761904
1065.01,1516944348500,1067.630875,1068.1716904761904
1065.01,1516944349843,1067.630875,1068.1716904761904
1065.01,1516944350912,1067.630875,1068.1716904761904
1065.01,1516944356487,1067.630875,1068.1716904761904
1064.99,1516944357606,1067.625875,1068.1697857142858
1065.01,1516944358986,1067.630875,1068.1716904761904
1065.01,1516944363201,1067.630875,1068.1716904761904
1065.06,1516944364575,1067.643375,1068.1764523809525
1065.06,1516944365495,1067.643375,1068.1764523809525
1065.01,1516944366621,1067.630875,1068.1716904761904
1065.01,1516944366911,1067.630875,1068.1716904761904
1066.07,1516944372562,1067.895875,1068.2726428571427
1066.07,1516944373988,1067.895875,1068.2726428571427
1065,1516944375143,1067.628375,1068.170738095238
1064.99,1516944376714,1067.625875,1068.1697857142858
1064.99,1516944379526,1067.625875,1068.1697857142858
1065,1516944380856,1067.628375,1068.170738095238
1065.01,1516944382289,1067.630875,1068.1716904761904
1065.01,1516944386385,1067.630875,1068.1716904761904
1065.01,1516944387819,1067.630875,1068.1716904761904
